SentenceID,CodeSwitchedSentence,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,TranslatedSentence,AddedWordList
1129,亲 ， 租金 和 utilities 怎么 算 的 呢 ？,[4],[1_9],亲，租金和设备怎么算的呢？,
1130,租车 费用 share 。,[2_3],[3],租车费用公共的。,
1131,二 楼 的 是 full bathroom ， 空间 比较 大 ， 一 应 俱全 。,[4_5_6],[6_10_14],二楼的是完整浴室，空间比较大，一应俱全。,
1132,周围 邻居 很 安静 ， 没有 part 。,[6_7],[4_7],周围邻居很安静，没有部分。,
1133,车况 ： 良好 ， 无 事故 记录 ， clean title ；,[8_9_10],[1_3_7_10],车况：良好，无事故记录，干净的头衔；,
1134,联系 方式 ： email : wanggh .,[3_4_5_6],[2_4_6],联系方式：电子邮件:wanggh.,[wanggh]
1135,hello ， 房间 已 出租 了 吗 ？,[0_1],[1_7],你好，房间已出租了吗？,
1136,虽然 可能性 不 大 ， 但 还是 求 一下 ride 吧 。,[9],[4_11],虽然可能性不大，但还是求一下拼车吧。,
1137,求 ride !,[1_2],[2],求拼车!,
1138,赠 家具 、 灯具 、 厨具 和 一 台 canon 打印机 （ 带 复印 、 扫描 功能 ） 。,[9],[2_4_11_14_17_18],赠家具、灯具、厨具和一台佳能打印机（带复印、扫描功能）。,
1139,如果 有 去 的 ride 也 可以 的 ！,[4],[8],如果有去的拼车也可以的！,
1140,usp = sharing 具体 价格 可以 详细 商量,[0_1_2],[1],usp=sharing具体价格可以详细商量,
1141,房子 里 基本 的 家具 都 有 （ 床 是 twin size 的 ） ， utility 全 包 。,[10_11_15],[7_13_14_18],房子里基本的家具都有（床是双胞胎大小的），设备全包。,
1142,交通 便利 ， r ， rc ， rp ， k .,[3_4_5_6_7_8_9_10],[2_4_6_8_10],交通便利，r，rc，rp，k.,
1143,需要 和 另外 一 个 住户 share 二 楼 的 卫生间 浴室 。,[6],[12],需要和另外一个住户公共的二楼的卫生间浴室。,
1144,但 地下室 有 一 个 full bath 可以 使用 ， 不 会 有 冲突 。,[5_6],[9_14],但地下室有一个完整浴室可以使用，不会有冲突。,
1145,快要 回去 了 ， 转让 meal plan 十 次 午餐 卡 。,[5_6],[3_11],快要回去了，转让饮食计划十次午餐卡。,
1146,因为 是 单独 一 层 ， 有 独立 卫生间 ， 所以 应该 是 男女 都 可以 住 ， 但 prefer 男生 。,[19],[5_9_17_21],因为是单独一层，有独立卫生间，所以应该是男女都可以住，但比较喜欢男生。,
1147,也 有用 queen size 床 的 ， 就是 空间 显 小 了 点 。,[2_3],[6_13],也有用大号床的，就是空间显小了点。,
1148,我们 想 是 三 个 人 的 名字 最后 都 要 在 lease 上面 ， 这样 对 大家 都 比较 好,[12],[14],我们想是三个人的名字最后都要在租金上面，这样对大家都比较好,
1149,在 这里 推荐 一 个 google chrome 的 插件 叫 rate my penn state !,[5_6_10_11_12_13_14],[14],在这里推荐一个谷歌浏览器的插件叫评价我的宾州州立大学!,
1150,用 google chrome 的 同学 千万 不 要 错过 哦 ！,[1_2],[10],用谷歌浏览器的同学千万不要错过哦！,
1151,html 可以 联系 我 电话 814-9542135 vehicle highlights,[0_5_6_7],,html可以联系我电话814-9542135汽车两点,
1152,没有 party ， 不 会 打扰 你 。,[1_2],[2_7],没有派对，不会打扰你。,
1153,有意 ， 本人 phd 新生 ， 性格 不 爱 折腾 ， 无 不良 嗜好 ， 有意 lease 。,[3_16_17],[1_5_10_14_17],有意，本人研究生新生，性格不爱折腾，无不良嗜好，有意租金。,
1154,完了 以后 你 就 登录 ， 然后 选 【 access my clearances 】 ， 【 create clearance application 】 然后 根据 要求 再 填 一 大 堆 信息 ， 然后 网上 付款 。,[9_10_11_12_13_14_15_16_17_18],[5_8_12_13_14_18_28_32],完了以后你就登录，然后选【进入我的权限】，【创建权限申请】然后根据要求再填一大堆信息，然后网上付款。,
1155,htm 打开 网页 之后 ， 点 【 register online 】 ， 根据 提示 填写 一 堆 信息 ， 然后 网上 付款 。,[0_7_8_9_10],[4_6_9_10_17_21],htm打开网页之后，点【在线注册】，根据提示填写一堆信息，然后网上付款。,
1156,在 state college 的 ups 商店 就 可以 采集 指纹 。,[1_2_4],[10],在statecollege的ups商店就可以采集指纹。,
1157,blender 已 出,[0],,搅拌机已出,
1158,距离 penn state 大学 和 小学 、 高中 都 很 近 。,[1_2],[6_11],距离宾州州立大学大学和小学、高中都很近。,
1159,这个 小区 我 住 过 ， 性价比 不错 哦 ， 暑假 office 好像 有 在 搞活 动,[11],[5_9],这个小区我住过，性价比不错哦，暑假office好像有在搞活动,
1160,或者 电话 pn-15 （ corey ) 谢谢 啦 ~,[4_5],[2_3_5_8],或者电话609-350-2285（corey)谢谢啦~,
1161,如 题 tel ： pn-16,[2_3_4],[3_4],如题电话：814-321-6063,
1162,如 有意 请 email : em@78,[3_4_5],[4_5],em@79,
1163,想要 租房 ， 请 直接 联系 房东 joe sullivan : em@80,[7_8_9_10],[2_9_10],em@81,
1164,fee 里面 （ 只 用 交 一 次 ） 周边 环境 ： 离 公交 车站 近 。,[0],[2_8_11_16],钱里面（只用交一次）周边环境：离公交车站近。,
1165,【 hurry ， rent 】 校园 附近 公寓 出租 bbs .,[0_1_2_3_4_9_10],[0_2_4_10],【赶快，租赁】校园附近公寓出租bbs.,[bbs]
1166,master of liberal arts 都 适用 。,[0_1_2_3],[6],文科硕士都适用。,
1167,有意 email ： em@32,[1_2_3],[2_3],em@82,
1168,本人 5/23 回国 低价 转让 one bedroom apartment .,[5_6_7_8],[8],本人5/23回国低价转让单卧室公寓.,
1169,没有 party ， 不 会 打扰 你 。,[1_2],[2_7],没有派对，不会打扰你。,
1170,没有 party ， 不 会 打扰 你 。,[1_2],[2_7],没有派对，不会打扰你。,
1171,没有 party ， 不 会 打扰 你 。,[1_2],[2_7],没有派对，不会打扰你。,
1172,有 自己 独立 的 卫生间 ， 只 需 share 浴室 。,[8],[5_10],有自己独立的卫生间，只需公共的浴室。,
1173,一起 新 签 lease ， 自己 顶 一下,[3_4],[4],一起新签租金，自己顶一下,
1174,mini （ 纯 白色 ） ， 自动 挡 。,[0_1],[1_4_5_8],迷你（纯白色），自动挡。,
1175,leasing office 有 健身房 和 游泳池 。,[0_1],[6],租赁办公室有健身房和游泳池。,
1176,hello ， 请 问 有 没 有 需要 出售 二手 自行车 的 ？,[0_1],[1_12],你好，请问有没有需要出售二手自行车的？,
1177,两 层 楼 ， 一 层 厨房 ， family room ， 二 层 两 个 卧室 。,[8_9_10],[3_7_10_16],两层楼，一层厨房，卧室，二层两个卧室。,
1178,html 有 照片,[0],,html有照片,
1179,或者 等价 换 其他 家 的 gift card 。,[6_7_8],[8],或者等价换其他家的礼物卡。,
1180,[ 出租 ］ copper beech$350 / 月 短 租 到 8 .,[0_3_4_5],[0_2_5_11],[出租］铜beech$350/月短租到8.,[8]
1181,老 电视 free （ 买 其他 东西 的 时候 送 ） 8 .,[2_3],[3_10_12],老电视免费（买其他东西的时候送）8.,[8]
1182,tel : pn-16 要 实物 照片 的 联系 我 ～,[0_1_2],[1_2_9],电话:814-321-6063要实物照片的联系我～,
1183,有 没 有 其他 tips ？,[4_5],[5],有没有其他建议？,
1184,骗术 真 low,[2],,骗术真低级,
1185,rt ， 提供 ride 。,[0_1_3_4],[1_4],rt，提供拼车。,
1186,要 你 的 info .,[3_4],[4],要你的信息.,
1187,请 先 短信 联系 ： eight one four ， eight eight zero ， four five six eight,[5_6_7_8_9_10_11_12_13_14_15_16],[4_8_12],请先短信联系：814，880，4568,
1188,oak hill 是 属于 cooper beech 的 房产 ， 三 层 三 个 卧室 的 house ， 小区 环境 很 美 ， 房间 超大 。,[0_1_4_5_15_16],[8_16_21_24],橡树山是属于铜山毛榉的房产，三层三个卧室的房子，小区环境很美，房间超大。,
1189,这 次 是 仔细 问 过 office 后 的 所有 信息 。,[6],[11],这次是仔细问过office后的所有信息。,
1190,搬家 甩卖 ， 地点 在 downtown ， 大部分 物品 如图 。,[5_6],[2_6_10],搬家甩卖，地点在市中心，大部分物品如图。,
1191,staples 的 全新 书桌 ， 价格 可以 商量 。,[0],[4_8],钉书针的全新书桌，价格可以商量。,
1192,问 了 office 没有 整套 空房 了 。,[2],[7],问了office没有整套空房了。,
1193,周四 去 nyc ！,[2_3],[3],周四去纽约市！,
1194,房子 面积 较 大 ， 有 1700+square feet ， 一共 分为 三 层 。,[7_8],[4_8_13],房子面积较大，有1700+square尺，一共分为三层。,
1195,现在 我 因为 一些 私人 事情 要 去 加拿大 一 趟 ， 打算 申请 旅游 签证 ， 问题 是 我 现在 已经 从 学校 毕业 身份 不再 是 full time student 了 ， 然后 opt 现在 还 没有 找到 工作 ， 不 知道 这样 能 不 能 成功 申请 到 加拿大 的 旅游 签证 。,[28_29_30_34],[11_16_32_40_54],现在我因为一些私人事情要去加拿大一趟，打算申请旅游签证，问题是我现在已经从学校毕业身份不再是全日制学生了，然后选择现在还没有找到工作，不知道这样能不能成功申请到加拿大的旅游签证。,
1196,因为 我 真的 是 有 事情 必须 去 一 趟 加拿大 办理 ， 所以 希望 能够 成功 办理 到 visa ， 再次 感谢 了 。,[19_20],[12_20_24],因为我真的是有事情必须去一趟加拿大办理，所以希望能够成功办理到签证，再次感谢了。,
1197,可 share 油 费 等 。,[1],[5],可公共的油费等。,
1198,两 个 车位 ， 一 个 reserved 车位 。,[6],[3_8],两个车位，一个预约车位。,
1199,我们 ： 我们 两 人 都 是 phd ， 男 ， 一 个 即将 第二 年 另 一 个 即将 第一 年 。,[7_8],[1_8_10_22],我们：我们两人都是研究生，男，一个即将第二年另一个即将第一年。,
1200,此 户型 十分 紧俏 ， 已 在 heights 的 官 网上 告罄 ， 我们 也 十分 喜欢 ， 如 不 是 因为 个人 原因 是 很 舍 不 得 转手 的 。,[7],[4_12_17_31],此户型十分紧俏，已在heights的官网上告罄，我们也十分喜欢，如不是因为个人原因是很舍不得转手的。,
1201,备注 写 ： ride for five 。,[3_4_5_6],[2_6],备注写：五个人的车。,
1202,本人 男 ， 正 在 读 civil engineering phd 。,[6_7_8_9],[2_9],本人男，正在读土木工程博士。,
1203,小区 位 于 北边 oak hill 附近 ， 是 一 个 非常 安静 的 小区 。,[4_5],[7_15],小区位于北边橡树山附近，是一个非常安静的小区。,
1204,可以 一起 租车 去 ， 轮流 开车 ， share 费用 有意 请 联系 em@83,[8],[4_7_13],em@84,
1205,短信 联系 ， eight one four-eight eight zero-four five six eight,[3_4_5_6_7_8_9_10],[2],短信联系，81four-88zero-fourfivesix8,
1206,求 带 ， 两 个 人 ， share 各 种 费用 。,[7],[2_6_11],求带，两个人，公共的各种费用。,
1207,房东 是 美国人 ， 非常 nice ， overlook height 私人 小区 。,[5_6_7_8],[3_6_11],房东是美国人，非常好，俯瞰高度私人小区。,
1208,这个 house 一 楼 有 三 个 房间 ， 有 一 间 大 房间 是 有 独立 卫生间 的 ， 其余 两 间 房间 共 享 一 个 卫生间 。,[1],[8_19_29],这个房子一楼有三个房间，有一间大房间是有独立卫生间的，其余两间房间共享一个卫生间。,
1209,适合 身高 一 米 六 左右 的 妹子 的 全 套 skis beginner to intermediate 买 了 一 年 五 折 卖 4 .,[11_12_13_14],[23],适合身高一米六左右的妹子的全套初学者到中级滑雪板买了一年五折卖4.,[4]
1210,朋友 是 phd ， 讲究 个人 卫生 ， 不 打扰 别人 ， 平时 大部分 时间 在 实验室 。,[2_3],[3_7_11_17],朋友是研究生，讲究个人卫生，不打扰别人，平时大部分时间在实验室。,
1211,有 意向 者 请 直接 联系 我 朋友 ： tel ： 817-987-7967e-mail : ridwan .,[9_10_11_12_13_14],[8_10_12_14],有意向者请直接联系我朋友：电话：817-987-7967e-mail:ridwan.,[ridwan]
1212,你 需要 的 所有 超市 都 在 bus 线上 。,[7],[9],你需要的所有超市都在公交车卡线上。,
1213,free ride to atlanta 方向 ， 后天 左右 ， 中途 也 ok,[0_1_2_3_11],[5_8],免费到亚特兰大拼车方向，后天左右，中途也好,
1214,小巧 方便 ， ask for$57 .,[3_4_5],[2_5],小巧方便，查找$57.,[for$57]
1215,求 ride .,[1_2],[2],求拼车.,
1217,我们 ： 我们 两 人 都 是 phd ， 男 ， 一 个 即将 第二 年 另 一 个 即将 第一 年 。,[7_8],[1_8_10_22],我们：我们两人都是研究生，男，一个即将第二年另一个即将第一年。,
1218,html 如 感 兴趣 ， 请 联系 em@85,[0],[4_7],em@86,
1219,短信 联系 我 哈 ： eight one four eight eight zero four five six eight,[5_6_7_8_9_10_11_12_13_14],[4],短信联系我哈：8148804568,
1220,每 个 房间 都 有 单独 的 closet 。,[7_8],[8],每个房间都有单独的衣橱。,
1221,现 已 有 两 人 ， 所以 提供 一 人 的 ride 。,[11_12],[5_12],现已有两人，所以提供一人的拼车。,
1222,有 去 jfk 的 我 也 可以 绕 一下 。,[2],[9],有去肯尼迪的我也可以绕一下。,
1223,附近 有 pizza hut ， domino ， fuji garden ， 百度 等 餐馆 ， 生活 十分 便利 。,[2_3_4_5_6_7_8_9],[4_6_9_13_17],附近有必胜客，多米诺，富士花园，百度等餐馆，生活十分便利。,
1224,所以 不用 担心 被 邻居 报警 或者 周围 开 party 太 吵 。,[9],[12],所以不用担心被邻居报警或者周围开派对太吵。,
1225,联系 方式 ： email ： em@87,[3_4_5],[2_4_5],em@88,
1226,交通 便利 ， r ， rc ， rp ， k .,[3_4_5_6_7_8_9_10],[2_4_6_8_10],交通便利，r，rc，rp，k.,
1227,需要 和 另外 一 个 住户 share 二 楼 的 卫生间 浴室 。,[6],[12],需要和另外一个住户公共的二楼的卫生间浴室。,
1228,但 地下室 有 一 个 full bath 可以 使用 ， 不 会 有 冲突 。,[5_6],[9_14],但地下室有一个完整浴室可以使用，不会有冲突。,
1229,leasing office 有 健身房 和 游泳池 。,[0_1],[6],租赁办公室有健身房和游泳池。,
1230,可 短信 联系 ： eight one four-eight eight zero-four five six eight,[4_5_6_7_8_9_10_11],[3],可短信联系：81four-88zero-fourfivesix8,
1231,有 email ， 我 想 详细 了解 一下 。,[1_2],[2_8],有电子邮件，我想详细了解一下。,
1232,谢谢 我 email ： em@89,[2_3_4],[3_4],em@90,
1233,id=0b4liq4uuznhhew03uvhjnu45nza&usp = sharing 联系 方式 ： em@91,[0_1_2],[1_5_6],em@92,
1234,两 层 house 上下 各 有 一 间 卫生间 。,[2],[9],两层房子上下各有一间卫生间。,
1235,有 没 有 人 知道 学校 的 student health center 能否 进行 驾照 考试 的 体检 。,[7_8_9],[16],有没有人知道学校的学生健康中心能否进行驾照考试的体检。,
1236,学校 保险 能 cover 这 部分 费用 吗 ？,[3],[8],学校保险能包含这部分费用吗？,
1237,能 ， 但是 cover 不 cover 我 忘 了 。,[3_5],[1_9],能，但是包含不包含我忘了。,
1238,另外 ， 本 公寓 b ， c 房间 都 需要 出租 ， 意味 着 如果 你 和 你 的 朋友 恰好 想 一起 到 一 个 美好 的 地方 过 新 的 ， 舒适 的 生活 。,[4_5_6],[1_5_11_32_36],另外，本公寓b，c房间都需要出租，意味着如果你和你的朋友恰好想一起到一个美好的地方过新的，舒适的生活。,
1239,tel : pn-16 要 实物 照片 的 联系 我 ～,[0_1_2],[1_2_9],电话:814-321-6063要实物照片的联系我～,
1240,搬家 卖 queen size 床 box + 木质 架子 + mattress ， 一共$100 。,[2_3_5_6_10_11_12_13],[6_9_11_13],搬家卖大号床箱子+木质架子+川滇，一共$100。,
1241,联系 我 请 先 短信 ： eight one four-eight eight zero-four five six eight,[6_7_8_9_10_11_12_13],[5],联系我请先短信：81four-88zero-fourfivesix8,
1242,lease 是 从 八月 开始 。,[0],[5],租金是从八月开始。,
1243,房租 是 所有 utility 都 cover 的,[3_5],,房租是所有设施都包含的,
1244,由于 计划 有 变得 提前 回国 ， 手 上 的 gift card 也 来 不 及 用 了 。,[10_11],[6_18],由于计划有变得提前回国，手上的礼物卡也来不及用了。,
1245,附送 private sake fifth avenue 10 % off 的 折扣 码 。,[1_2_3_4_5_6_7],[6_11],附送私人萨克第五大道10%减价的折扣码。,[10]
1246,顶 一下 同 the grove ， 很 好 的 小区,[3_4_5],[5],顶一下同树林，很好的小区,
1247,我 平时 坐 bus 去 学校 ， 车 基本 就是 周六 周末 还有 节假日 到 周边 城市 玩 的 时候 用 。,[3],[6_21],我平时坐公交车卡去学校，车基本就是周六周末还有节假日到周边城市玩的时候用。,
1248,由于 快要 离开 penn state 了 ， 就 把 车 转手 了 。,[3_4],[6_12],由于快要离开宾州州立大学了，就把车转手了。,
