SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
PIT_785,每 月 租金 $450 ， 包括 所有 utility （ 水 ， 电 ， 气 ， 暖气 ） 和 网络 。,每 月 租金 $450 ， 包括 所有 水电气 （ 水 ， 电 ， 气 ， 暖气 ） 和 网络 。,[],[7_8],[7_8],[4_8_10_12_14_16_19],[3_4_8_10_12_14_16_19]
PIT_787,female only ， 有意 请 联系 我 。,仅限 女生 ， 有意 请 联系 我 。,[],[0_1_2],[0_1_2],[2_7],[2_7]
PIT_788,phone : pn-18 请 短信 ( prefer ),电话 : pn-18 请 短信 ( 更加 倾向 ),[],[0_1_2_6_7],[0_1_2_6_7_8],[1_2_5_7],[1_2_5_8]
PIT_789,首先 是 容易 找到 month to month 的 一 月 付 房租 。,首先 是 容易 找到 月 到 月 的 一 月 付 房租 。,[],[4_5_6],[5],[12],[12]
PIT_790,访 学 的 同学 没 听说 谁 不 签 一 年 lease 就 找 不 到 房子 住 马路 的 。,访 学 的 同学 没 听说 谁 不 签 一 年 合同 就 找 不 到 房子 住 马路 的 。,[],[11],[11],[20],[20]
PIT_791,家具 齐全 ， queen size 席梦思 大 床 ， 提包 入住 。,家具 齐全 ， 大号 尺寸 的 席梦思 大 床 ， 提包 入住 。,[],[3_4],[3_4_5],[2_8_11],[2_9_12]
PIT_792,另 所 有 utility 全 包 。,另 所有 水电气 全 包 。,[],[3],[1_2],[6],[5]
PIT_794,要求 ： 附近 好 停车 ， house 和 apartment 都 可以 ， 月 总 费用 在 $600 以下 。,要求 ： 附近 好 停车 ， 独 栋 住宅 和 公寓 都 可以 ， 月 总 费用 在 $600 以下 。,[],[6_8],[6_7_8_10],[1_5_11_18],[1_5_13_18_20]
PIT_795,公寓 内 有 gym ， recreational room ， 夏天 有 游泳池,公寓 内有 体育馆 ， 娱乐室 ， 夏天 有 游泳池,[],[3_4_5_6_7],[1_2_3_4_5],[4_7],[3_5]
PIT_796,相当于 免 了 半 个 月 的 房租 ~ 包 水 和 trash ， 免费 停车,相当于 免 了 半 个 月 的 房租 ~ 包 水 和 垃圾 ， 免费 停车,[],[12_13],[12_13],[8_13],[8_13]
PIT_798,非常 方便 ， center 上 就 有 个 giant eagle .,非常 方便 ， 中心 上 就 有 个 大 老鹰 。,[],[3_8_9_10],[3_8_9_10],[2_10],[2_10]
PIT_800,非常 适合 读 summer 但 没有 宿舍 住 的 匹 大学生 和 初 到 匹兹堡 的 任何 学者 ！,非常 适合 读 暑 校 但 没有 宿舍 住 的 匹 大学生 和 初 到 匹兹堡 的 任何 学者 ！,[],[3],[3_4],[18],[19]
PIT_802,之后 可以 和 公司 再 签 下 一 年 的 lease 。,之后 可以 和 公司 再 签 下 一 年 的 合同 。,[],[10_11],[10_11],[11],[11]
PIT_803,详情 ： 独立 厨房 ， 室内 居住 面积 非常 大 ， 大 closet 两 个 。,详情 ： 独立 厨房 ， 室内 居住 面积 非常 大 ， 大衣橱 两 个 。,[],[12],[11],[1_4_10_15],[1_4_10_14]
PIT_804,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住 。,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 大号 尺寸 的 床 ， 配置 齐全 ， 拎包 入住 。,[],[11_12_13_14],[11_12_13_14_15],[2_4_6_8_10_14_17_20],[2_4_6_8_10_15_18_21]
PIT_809,有意 的 同学 请 email 联系 我 。,如 有 兴趣 ， 请 发电子 邮件 : em@37 。,[],[4],[0_1_2_3_5_6_7_8_9],[7],[3_7_8_9]
PIT_812,现在 出租 该 house 三 层 的 三 件 卧室 中 的 一 间 。,现在 出租 该 独 栋 住宅 三 层 的 三 件 卧室 中 的 一 间 。,[],[3],[3_4_5],[14],[16]
PIT_813,房间 有 一 个 queen size 的 床 还 有 一 个 写字 桌 。,房间 有 一 个 大号 尺寸 的 的 床 还 有 一 个 写字桌 。,[],[4_5],[4_5_13_14],[14],[14]
PIT_814,apartment 是 一 个 house 的 第二 层 ， 一共 有 三 层,公寓 是 一 个 独 栋 住宅 的 第二 层 ， 一共 有 三 层,[],[0_4],[0_4_5_6],[8],[10]
PIT_818,卧室 面积 足够 放下 full/queen 床 和 书桌 ， 卧室 内 有 一 个 closet ， 走道 有 一 个 walk-in closet 。,卧室 面积 足够 放下 全尺寸 偏大 的 床 和 书桌 ， 卧室 内 有 一 个 衣橱 ， 走道 有 一 个 进门 的 壁橱 。,[],[14_15_21_22],[4_5_6_16_17_22_23_24_25],[8_15_22],[10_17_25]
PIT_820,已 添加 房间 照片 ， still available .,已 添加 房间 照片 ， 依旧 有效 。,[],[5_6_7],[5_6_7],[4_7],[4_7]
PIT_824,更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， utility 全 包 。,更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， 水电气 全 包 。,[],[17],[17],[1_8_10_14_16_20],[1_7_8_10_13_14_16_20]
PIT_825,停车 有 很 大 的 garage 。,停车 有 很 大 的 车库 。,[],[5_6],[5_6],[6],[6]
PIT_826,小区 全部 是 meyer's management 管理 ， 安全 省心 ， 维修 即时 。,小区 全部 是 迈耶斯 物业 管理 ， 安全 省心 ， 维修 即时 。,[],[4],[3_4],[6_9_12],[6_9_12]
PIT_827,垃圾 有 人 每天 清理 ， 相 比较 住 house 简直 省 时 省力 。,垃圾 有 人 每天 清理 ， 相 比较 住 独 栋 住宅 简直 省 时 省力 。,[],[9],[9_10_11],[5_14],[5_16]
PIT_828,无需 security deposit 。,无需 保证金 。,[],[1_2_3],[1_2],[3],[2]
PIT_829,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 apartment 。,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 公寓 。,[],[14_15],[14_15],[15],[15]
PIT_830,important ] 咨询,重要 ] 咨询,[],[0_1],[0_1],[1],[1]
PIT_831,我 这 件 卧室 大小 是 大概 可以 放下 两 张 king size 的 床 。,我 这 件 卧室 大小 是 大概 可以 放下 两 张 超大 号的 床 。,[],[11_12],[11_12],[15],[14]
PIT_832,好 房子 ， 交通 便利 ， 代 房东 发布 此 消息 ， 房东 非常 nice,好 房子 ， 交通 便利 ， 代 房东 发布 此 消息 ， 房东 非常好,[],[14],[13],[2_5_11],[2_5_11]
PIT_835,house 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,独 栋 住宅 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,[],[0],[0_1_2],[6_16_23],[8_18_25]
PIT_836,购物 ： 步行 一 个 block 有 cvs ， 买 日常 用品 非常 方便 。,购物 ： 步行 一 个 街区 有 cvs （ 超市名 ） ， 买 日常 用品 非常 方便 。,[cvs],[5_7_8],[5_7_8_9_10_11],[1_8_14],[1_8_10_11_17]
PIT_840,匹兹堡 apartment 卧室 招租 - 限 女生,匹兹堡 公寓 卧室 招租 - 限 女生,[],[1],[1],[4],[4]
PIT_844,非 地毯 hard floor 。,非 地毯 地板 。,[],[2_3_4],[2_3],[4],[3]
PIT_845,宜家 full size 床,宜家 全尺寸 大小床,[],[1_2],[1_2],,
PIT_847,人 非常 nice,人 非常好,[],[2],[1],,
PIT_848,也 有 校园 shuttle 停 靠 站 。,也 有 校园 摆渡 车 停靠 站 。,[],[3],[3_4_5],[7],[7]
PIT_849,house 中 的 一 个 最大 房间 ， 租金 为 ： 399$ / 月 。,独 栋 住宅 中 的 一 个 最大 房间 ， 租金 为 ： 399$ / 月 。,[],[0],[0_1_2],[7_10_12_14],[9_12_13_14_16]
PIT_851,平时 非常 安静 ， 也 很 少 有 人 干扰 ， 基本 没 人 会 在 这里 开 party 什么 的 ， 非常 适合 学习 。,平时 非常 安静 ， 也 很 少 有 人 干扰 ， 基本 没 人 会 在 这里 开 聚会 什么 的 ， 非常 适合 学习 。,[],[18],[18],[3_10_21_25],[3_10_21_25]
PIT_852,社区 ： squirrel hill ， 3-9 分钟 步行 可 达 bus stop,社区 ： 松鼠山 ， 3 - 9 分钟 步行 可 达 公交 站,[],[2_3_4_5_10_11],[2_3_4_5_6_11_12],[1_4],[1_3_5]
PIT_853,您 想 找 有 免费 street parking 的 公寓 吗 ？,您 想 找 有 免费 路边 停车 的 公寓 吗 ？,[],[5_6],[5_6],[10],[10]
PIT_858,房子 是 一 个 两 层 楼 大 house 。,房子 是 一 个 两 层 楼 大独栋 住宅 。,[],[8_9],[7_8_9],[9],[9]
PIT_859,二 楼 是 两 个 bedrooms 。,二 楼 是 两 个 卧室 。,[],[5_6],[5_6],[6],[6]
PIT_860,每 个 bedroom 里 还 有 两 层 ， 是 个 loft 的 感觉 ， 很 大 。,每个 卧室 里 还 有 两 层 ， 是 个 复式 楼 的 感觉 ， 很 大 。,[],[2_11],[0_1_10_11],[8_14_17],[7_14_17]
PIT_861,含 一 个 outdoor parking 固定 车位 ， 不 需要 抢 。,含 一 个 室外 停车 固定 车位 ， 不 需要 抢 。,[],[3_4],[3_4],[7_11],[7_11]
PIT_864,两 个 walk-in closet 非常 宽敞 。,两 个 进门 壁橱 非常 宽敞 。,[],[3],[2_3],[6],[6]
PIT_867,人 也 很 nice 的 ！,人 也 很 好 的 ！,[],[3],[3],[5],[5]
PIT_873,停车 ： 有 免费 的 off-street parking,停车 ： 有 免费 的 露天 停车,[],[6],[5],[1],[1]
PIT_875,由于 本人 下 学期 要 study abroad ， 现在 需要 将 apartment 从 12 .,由于 本人 下 学期 要 出国 学习 ， 现在 需要 将 公寓 从 12 。,[],[5_6_7_11],[5_6_7_11_13_14],[7_14],[7_14]
PIT_876,没有 单独 的 laundry 。,没有 单独 的 洗衣机 。,[],[3_4],[3_4],[4],[4]
PIT_877,要 去 tower 洗 衣服,要 去 塔 洗 衣服,[],[2],[2],,
PIT_878,一 个 studio （ 独立 卫生间 ， 一 个 大厅 包括 厨房 ） 。,一 个 工作室 （ 独立 卫生间 ， 一 个 大厅 包括 厨房 ） 。,[],[2_3],[2_3],[3_6_12_13],[3_6_12_13]
PIT_879,这个 apt 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 apt 了 。,这个 公寓 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 公寓 了 。,[],[1_15],[1_15],[4_17],[4_17]
PIT_880,不 含 utility 。,不含 水电气 。,[],[2_3],[0_1_2],[3],[2]
PIT_882,出门 一 分钟 到 centre 和 craig 路口 。,出门 一 分钟 到 中间 和 克列戈 路口 。,[],[4_6],[4_6],[8],[8]
PIT_883,所有 家具 齐全 （ queen size 床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住 。,所有 家具 齐全 （ 大号 尺寸 的 床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住 。,[],[4_5],[4_5_6],[3_7_9_11_13_15_20],[3_8_10_12_14_16_21]
PIT_885,刚 装修 过 的 新房 ， 有 back yard ， deck 等,刚 装修 过 的 新房 ， 有 后 花园 ， 露台 等,[],[7_8_9_10],[7_8_9_10],[5_9],[5_9]
PIT_886,停车 ： 有 停车场 ， 但是 需要 交 fee 。,停车 ： 有 停车场 ， 但是 需要 交 费用 。,[],[8_9],[8_9],[1_4_9],[1_4_9]
PIT_887,欢迎 email 或者 电话 咨询 信息 照片,欢迎 电子 邮件 或者 电话 咨询 信息 照片,[],[1],[1_2],,
PIT_889,松鼠 山 有 很多 restaurant ， 吃饭 不 发愁 。,松鼠山 有 很多 餐厅 ， 吃饭 不 发愁 。,[],[4_5],[0_3_4],[5_9],[4_8]
PIT_890,距离 giant eagle 只 有 一 个 block ， 购物 方便 。,距离 大老鹰 只 有 一 个 街区 ， 购物 方便 。,[],[1_2_7_8],[1_6_7],[8_11],[7_10]
PIT_891,一 室 一 厅 ， 客厅 招租 ， 并且 有 dining room 。,一 室 一 厅 ， 客厅 招租 ， 并且 有 餐厅 。,[],[10_11_12],[10_11],[4_7_12],[4_7_11]
PIT_892,客厅 面积 很 大 ， 很 明亮 ， 有 自己 的 closet ( 详见 floor plan ),客厅 面积 很 大 ， 很 明亮 ， 有 自己 的 衣橱 ( 详见 平面图 ),[],[11_12_14_15_16],[11_12_14_15],[4_7_12_16],[4_7_12_15]
PIT_894,位置 在 murray 和 forward 交叉 路口 附近 ， 方便 上下 374 .,位置 在 默里 和 费 伍德 交叉 路口 附近 ， 方便 上下 374 。,[],[2_4],[2_4_5_12_13],[8_12],[9_13]
PIT_895,有 free street parking .,有 免费 路边 停车 。,[],[1_2_3_4],[1_2_3_4],[4],[4]
PIT_898,lease 到 2016 .,合同 到 2016 。,[],[0],[0_2_3],[3],[3]
PIT_899,现有 两 匹 大 master ， 一 男生 一 女生 ， 很 好 相处 。,现有 两 匹 大 硕士 ， 一 男生 一 女生 ， 很 好 相处 。,[],[4_5],[4_5],[5_10_14],[5_10_14]
PIT_900,的 studio ， 环境 安静 。,的 工作室 ， 环境 安静 。,[],[1_2],[1_2],[2_5],[2_5]
PIT_902,floor plan ( 我 用 模拟 人生 搞 的 = = 就 看 个 结构 吧 实际 颜色 不 是 这样 的 ) 房东 给 我 拍 了 一 段 房子 现在 的 样子 的 视频 可以 发 邮件 问 我 要 ：,平面图 ( 我 用 模拟 人生 搞 的 = = 就 看 个 结构 吧 实际 颜色 不 是 这样 的 ) 房东 给 我 拍 了 一 段 房子 现在 的 样子 的 视频 可以 发 邮件 问 我 要 ：,[],[0_1_2],[0_1],[2_9_10_22_42],[1_8_9_21_41]
PIT_903,floor plan ( 我 用 模拟 人生 搞 的 = = 就 看 个 结构 吧 实际 颜色 不 是 这样 的 ) ：,平面图 ( 我 用 模拟 人生 搞 的 = = 就 看 个 结构 吧 实际 颜色 不 是 这样 的 ) ：,[],[0_1_2],[0_1],[2_9_10_22_23],[1_8_9_21_22]
PIT_907,有 permit ， 没有 车 ， 但是 想 近期 考 驾照 。,有 许可证 ， 没有 车 ， 但是 想 近期 考 驾照 。,[],[1_2],[1_2],[2_5_11],[2_5_11]
PIT_909,已经 拿到 permit ， 有 车 。,已经 拿到 许可证 ， 有 车 。,[],[2_3],[2_3],[3_6],[3_6]
PIT_911,你 还 ， 请 问 可以 share 一下 你 教练 的 联系 方式 吗 ？,你 还 ， 请 问 可以 分享 一下 你 教练 的 联系 方式 吗 ？,[],[6],[6],[2_14],[2_14]
PIT_912,我 也 拿到 了 permit ， 最近 想 请 教练 陪练 ， 但 还 没 找到 。,我 也 拿到 了 许可证 ， 最近 想 请 教练 陪练 ， 但 还 没 找到 。,[],[4_5],[4_5],[5_11_16],[5_11_16]
PIT_913,在 每 一 次 booking 客人 走 之后 需要 进行 整理 和 清洁 。,在 每 一 次 租借 客人 走 之后 需要 进行 整理 和 清洁 。,[],[4],[4],[13],[13]
PIT_918,area manager 地区 经理,地区 管理 地区 经理,[],[0_1],[1],,
PIT_919,有 良好 的 沟通 能力 和 时间 观念 ， 团队 意识 强 熟练 应用 电脑 ， excel 表格 ， word 文档 等 基本 办公 软件 应用 有 工作 经验 ， 美国 身份 者 优先 考虑,有 良好 的 沟通 能力 和 时间 观念 ， 团队 意识 强 熟练 应用 电脑 ， excel 表格 ， word 文档 等 基本 办公 软件 应用 有 工作 经验 ， 美国 身份 者 优先 考虑,[excel_word],[16_19],[16_19],[8_15_18_29],[8_15_18_29]
PIT_920,朋友 背景 ： 国内 大学 研究生 ， 已 拿到 公司 offer .,朋友 背景 ： 国内 大学 研究生 ， 已 拿到 公司 邀请 。,[],[10_11],[10_11],[2_6_11],[2_6_11]
PIT_921,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,客服 很 好 ， 丢 单 必 补 ， 从不 赖账 ；,[],[2_3],[2_3],[3_8_11],[3_8_11]
PIT_922,有 permit 和 国内 驾照 ， 希望 有 人 可以 有偿 帮忙 过 一 遍 考试 内容 和 讲 一下 注意 事项 ！,有 许可证 和 国内 驾照 ， 希望 有 人 可以 有偿 帮忙 过 一 遍 考试 内容 和 讲 一下 注意 事项 ！,[],[1],[1],[5_22],[5_22]
PIT_923,有 需要 或 加入 att family plan 的 吗 ？,有 需要 或 加入 att 家庭 套餐 的 吗 ？,[att],[4_5_6],[4_5_6],[9],[9]
PIT_924,参加 信息 ， 论坛 详情 见 flyer ！,参加 信息 ， 论坛 详情 见 传单 ！,[],[6_7],[6_7],[2_7],[2_7]
PIT_925,有 permit ， 没有 车 ， 但是 很 需要 近期 考 驾照 。,有 许可证 ， 没有 车 ， 但是 很 需要 近期 考 驾照 。,[],[1_2],[1_2],[2_5_12],[2_5_12]
PIT_926,你们 要 去 哪个 outlet,你们 要 去 哪个 奥特莱斯,[],[4],[4],,
PIT_929,大家 找 工作 都 需要 专业 头像 作为 自己 的 profile picture .,大家 找 工作 都 需要 专业 头像 作为 自己 的 个人 资料 图片 。,[],[10_11_12],[10_11_12_13],[12],[13]
PIT_933,> 通过 校园 里 的 emergency 报警 系统,> 通过 校园 里 的 紧急 的 报警 系统,[],[0_5],[0_5],[0],[0]
PIT_934,remain calm 冷静,保持 冷静 冷静,[],[0_1],[0],,
PIT_935,use good judgment 机智,善用 判断力 机智,[],[0_1_2],[0_1],,
PIT_938,trees 周五 大概 是 几 点 ？,树 周五 大概 是 几 点 ？,[],[0],[0],[6],[6]
PIT_940,然后 就 可以 email 群发 附近 的 dealer 要求 报价 ， 然后 让 他们 互相 beat 。,然后 就 可以 电子 邮件 群发 附近 的 卖家 要求 报价 ， 然后 让 他们 互相 竞价 。,[],[3_7_15_16],[3_4_8_16_17],[10_16],[11_17]
PIT_941,liability : 你 的 责任 事故 给 别人 造成 的 经济 损失 和 医疗 费用 。,责任险 : 你 的 责任 事故 给 别人 造成 的 经济 损失 和 医疗 费用 。,[],[0_1],[0_1],[1_15],[1_15]
PIT_942,以上 是 对 保险 的 概述 ， 各 公司 的 coverage 条款 中 会 有 细微 差别 。,以上 是 对 保险 的 概述 ， 各 公司 的 涵盖 条款 中 会 有 细微 差别 。,[],[10],[10],[6_17],[6_17]
PIT_943,所谓 全 保 和 半 保 的 区别 ， 主要 是 指 是否 有 collision ， 因为 只有 liability 和 collision 比较 贵 。,所谓 全 保 和 半 保 的 区别 ， 主要 是 指 是否 有 碰撞 险 ， 因为 只有 责任险 和 碰撞 险 比较 贵 。,[],[14_15_18_20],[14_15_16_19_21_22],[8_15_23],[8_16_25]
PIT_945,pasta 意大利 面 rice 米饭 noodle 面条 / 炒面,意面 意大利 面饭 米饭 面条 面条 / 炒面,[],[0_3_5],[0_2],[7],[6]
PIT_946,toilet 厕所 excuse me .,厕所 对不起 ， 请 问 厕所 在 哪儿 。,[],[0_2_3_4],[1_2_3_4_6_7_8],[4],[2_8]
PIT_951,行李 传送带 luggage claim ;,行李 传送带 行李 带 ;,[],[2_3_4],[3_4],[4],[4]
PIT_952,baggage claim 国际 出港 international departure,行李 带 国际 出港 国际 出发,[],[0_1_4_5],[0_1_5],,
PIT_955,入口 in 出口 exit ;,入口 进入 出口 出口 ;,[],[1_3_4],[1],[4],[4]
PIT_956,厕所 toilet ， restroom 正点 on time 延误 、 推迟 delayed,厕所 厕所 ， 厕所 ； 正点 正 点 延误 、 推迟 推迟,[],[1_2_3_5_6_10],[6_7],[2_8],[2_4_9]
PIT_960,august 7-9 : 餐馆 预演 ， 就是 早 去 有 优惠 哦,八月 7-9 : 餐馆 预演 ， 就是 早 去 有 优惠 哦,[],[0_1_2],[0_1_2],[2_5],[1_2_5]
PIT_961,august 10-16 ： 就 是 正式 的 餐馆 周 啦,八月 10-16 ： 就 是 正式 的 餐馆 周 啦,[],[0_1_2],[0_1_2],[2],[1_2]
PIT_964,downtown 有 个 公寓 叫 washington plaza ， view 啊 户型 啊 ， 都 极 好 ， 没有 车 也 有 公交 ， 车位 充足 生活 便利 。,市区 有 个 公寓 叫 华盛顿 广场 ， 风景 啊 户型 啊 ， 都 极 好 ， 没有 车 也 有 公交 ， 车位 充足 生活 便利 。,[],[0_5_6_7_8],[0_5_6_7_8],[7_12_16_22_27],[7_12_16_22_27]
PIT_5,垃圾 桶 上 有 penn state 校徽,垃圾 桶 上 有 宾州 州立 校徽,[],[4_5],[4_5],,
PIT_6,咖啡 机 hamilton beach one cup coffee,咖啡 机 汉密尔顿 碧池 一 杯 大小 咖啡机,[],[2_3_4_5_6],[2_3_4_5_6_7],,
PIT_7,补充 ： jeep 带有 按键 启动 、 遥控 启动 功能 。,补充 ： 吉普 带有 按键 启动 、 遥控 启动 功能 。,[],[2],[2],[1_6_10],[1_6_10]
PIT_10,地址 在 squirrel hill ， 请 联系 电话 pn-0 .,地址 在 松鼠山 ， 请 联系 电话 pn-0 。,[],[2_3_4],[2_3],[4_8_9],[3_7_8]
PIT_12,本人 因 做 毕业 论文 离开 匹兹堡 现 出售 自己 的 buick century 。,本人 因 做 毕业 论文 离开 匹兹堡 现 出售 自己 的 别克 世纪 。,[],[11_12_13],[11_12_13],[13],[13]
PIT_13,google drive 地址 ：,谷歌 云 盘 地址 ：,[],[0_1],[0_1_2],[3],[4]
PIT_17,这个 amazon 上 的 链接 ，,这个 亚马逊 上 的 链接 ，,[],[1],[1],[5],[5]
PIT_18,价格 、 照片 、 联系 方式 ， 请 看 google docs 文件 ：,价格 、 照片 、 联系 方式 ， 请 看 谷歌 文档 文件 ：,[],[9_10],[9_10],[1_3_6_12],[1_3_6_12]
PIT_19,nine west tote bag 全 新 $25,玖熙 手包 全新 $25,[],[0_1_2_3],[0_1_2_3],,[3]
PIT_22,tx-instrument financial instrument : actuarial exam fm/mle : 原价 84 .,tx-instrument 金融 用品 : 精算 考试 : 原价 84 。,[],[0_1_2_3_4_5_6_7],[0_1_2_3_4_5_6_8_9],[3_7_10],[0_3_6_9]
PIT_23,照片 请 看 下边 google drive 的 链接 ：,照片 请看 下边 谷歌 云 盘 的 链接 ：,[],[4_5],[1_3_4_5],[8],[8]
PIT_33,楼 主 你 是 不 是 在 sq hill ？,楼 主 你 是 不 是 在 松鼠山 ？,[],[7_8_9],[7_8],[9],[8]
PIT_46,豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,豪华 城市 功能 越野 车 包车 往返 匹兹堡 机场 及 匹兹堡 市区,[],[1_4],[1_2_3_4],,
PIT_51,最好 在 north oakland,最好 在 北 奥克兰,[],[2_3],[2_3],,
PIT_54,amazon fire tv stick ， 原价 $ 39 .,亚马逊 火焰 电视棒 ， 原价 $ 39 。,[],[0_1_2_3_4],[0_1_2_3_6_7],[4_6_8],[3_5_7]
PIT_56,地址 ： frick park,地址 ： 弗里克 公园,[],[2_3],[2_3],[1],[1]
PIT_57,我 住 n craig st 。,我 住 北克列戈街 。,[],[2_3_4_5],[2_3],[5],[3]
PIT_65,自动 挡 （ 手 自 一体 ） 两 门 蓝 （ 灰 ） 色 coupe ， 2 .,自动 挡 （ 手 自 一体 ） 两 门 蓝 （ 灰 ） 色 双开门 车 ， 2 。,[],[14_15_16_17],[14_15_16_17_18],[2_6_10_12_15_17],[2_6_10_12_16_18]
PIT_73,具体 的 信息 也 可以 参考 amazon 的 页面 或者 短信 我 。,具体 的 信息 也 可以 参考 亚马逊 的 页面 或者 短信 我 。,[],[6],[6],[12],[12]
PIT_74,十 分钟 可 达 买 吃 一 条 街 - walnut street 。,十 分钟 可 达 买 吃 一 条 街 - 核桃 街 。,[],[10_11_12],[10],[9_12],[9_12]
PIT_80,家具 都 是 宜家 或者 amazon 上 购买 的 ， 使用 了 不到 一 年 。,家具 都 是 宜家 或者 亚马逊 上 购买 的 ， 使用 了 不到 一 年 。,[],[5],[5],[9_15],[9_15]
