SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,CodeSwitch2,CodeSwitch3,CodeSwitch4
3297,住 park forest apartments,1,park forest apartments,,,
3298,提供 ride 到 华盛顿,1,ride,,,
3299,车 购 自 dealer,1,dealer,,,
3300,见 下面 amazon 的 链接,1,amazon,,,
3301,full size bed 很 新,1,full size bed,,,
3302,非常 适合 couple 使用,1,couple,,,
3303,我们 是 couple,1,couple,,,
3304,请 问 有 没 有 同学 对 finance,1,finance,,,
3305,com 谢谢 啦,1,com,,,
3306,如果 你 对 stock trading 感 兴趣,1,stock trading,,,
3307,上面 有 很多 牛 人 有 ditto trade 的 账户,1,ditto trade,,,
3308,你 可以 跟着 他们 进行 trading,1,trading,,,
3309,web 我 有些 生活 用品 要 卖,1,web,,,
3310,park crest 小区,1,park crest,,,
3311,所有 电器 都 是 functional 的,1,functional,,,
3312,已 更新 gone 的 和 预定 的 都 用 颜色 标记 了 欢迎 购买 和 咨询,1,gone,,,
3313,刚刚 更新 了 post,1,post,,,
3314,新 添 了 两 个 item,1,item,,,
3315,可以 跟 我 email 联系 哦,1,email,,,
3316,需要 ride 的 请 联系,1,ride,,,
3317,可 email 我,1,email,,,
3318,asian friendly 地址,1,asian friendly,,,
3319,本人 huck institute of life science 的 学生,1,huck institute of life science,,,
3320,专业 是 biotechnology,1,biotechnology,,,
3321,本人 是 penn state 刚刚 毕业 学生,1,penn state,,,
3322,drinks 可 免费 享用 club 里面 的 免费 小吃 和 饮料,2,drinks,club,,
3323,包括 beer wine etc,1,beer wine etc,,,
3324,一些 club 可 提供 bathroom and shower,2,club,bathroom and shower,,
3325,可以 share 邮费 和 部分 辛苦 费,1,share,,,
3326,我 可以 给 ride,1,ride,,,
3327,本人 master 男,1,master,,,
3328,park crest 交通 非常 方便,1,park crest,,,
3329,距离 giant 超市 和 中国 超市 都 很 近,1,giant,,,
3330,family plan 基本 情况,1,family plan,,,
3331,那 一 家 公寓 确实 在 illinois,1,illinois,,,
3332,sharing 如 有 兴趣,1,sharing,,,
3333,可 提供 往返 或 单程 的 ride,1,ride,,,
3334,去 哪 zhao,1,zhao,,,
3335,均 为 penn state 的 访问 学者,1,penn state,,,
3336,请 联系 微 信 chen,1,chen,,,
3337,没有 公寓 或者 学校 住处 的 喧嚣 和 party,1,party,,,
3338,想 购入 gps,1,gps,,,
3339,可 自行 google map 位置,1,google map,,,
3340,也 可 乘 bus,1,bus,,,
3341,步行 三 分钟 到 cvs 超市,1,cvs,,,
3342,两 层 house 上下 各 有 一 间 卫生间,1,house,,,
3343,欲 购 从速 哦 请 联系 tian,1,tian,,,
3344,感兴趣 请 联系 tian,1,tian,,,
3345,要 在 bus 路线 上,1,bus,,,
3346,imperial tower 是 state college 公认 性价比 最高 的 公寓,2,imperial tower,state college,,
3347,附近 有 fuji,1,fuji,,,
3348,本人 是 penn state 交流 博士,1,penn state,,,
3349,两 年 前 在 mattress world 购入,1,mattress world,,,
3350,具体 物品 和 价格 可以 参看 google drive 里面 的 图片 链接,1,google drive,,,
3351,牌子 为 zoom,1,zoom,,,
3352,com 第一 波,1,com,,,
3353,woodbury 好 远 啊,1,woodbury,,,
3354,免除 初 到 纽约 到处 找 transient 买 卡 的 麻烦,1,transient,,,
3355,回国 前 打算 去 趟 周边 城市 的 outlet,1,outlet,,,
3356,可 提供 ride,1,ride,,,
3357,up up up 房子 还 在 哈,1,up up up,,,
3358,小区 有 很多 中国 的 family,1,family,,,
3359,本人 因 工作 原因 即将 离开 state college,1,state college,,,
3360,kelsey 联系 方式,1,kelsey,,,
3361,只 要是 penn state 职员 学生 学者,1,penn state,,,
3362,免费 cable 和 internet,2,cable,internet,,
3363,refer 真 不 管用,1,refer,,,
3364,只是 善意 提醒 不要 浪费 了 hard pull,1,hard pull,,,
3365,需要 与 另 一 次 卧 share 卫生间,1,share,,,
3366,因为 比较 难 找到 人 接 你 的 lease,1,lease,,,
3367,小区 包 bus pass,1,bus pass,,,
3368,nv 和 vn 线,2,nv,vn,,
3369,原 pheasant glen,1,pheasant glen,,,
3370,utilities 全 包,1,utilities,,,
3371,prefer 短信 先,1,prefer,,,
3372,租金 和 utilities 怎么 算 的 呢,1,utilities,,,
3373,提供 bus pass,1,bus pass,,,
3374,crossing 交通 非常 方便,1,crossing,,,
3375,不 开 party,1,party,,,
3376,siena woods 是 三 室 四 卫 的 房型 结构,1,siena woods,,,
3377,siena woods 非常 安静,1,siena woods,,,
3378,edu 房租 好 说,1,edu,,,
3379,clean automatic hot soy milk maker 用 的 次数 很 少,1,clean automatic hot soy milk maker,,,
3380,所以 这个 size 的 床 比较 适合 睡觉 老实,1,size,,,
3381,坐标 是 南边 的 lion,1,lion,,,
3382,sofa bed 原价,1,sofa bed,,,
3383,gate 两 室 一 厅 中 的 小 卧室 出租,1,gate,,,
3384,s gate 在 学校 南边,1,s gate,,,
3385,com 小区 官 网 http,2,com,http,,
3386,大家 好 我 是 ie master 女生,1,ie master,,,
3387,长期 提供 penn state to ny or other state 长途 接送,1,penn state to ny or other state,,,
3388,如果 感 兴趣 请 text 我,1,text,,,
3389,一 个 fireplace 和 一 个 露台,1,fireplace,,,
3390,租车 费用 share,1,share,,,
3391,浴缸 和 closet,1,closet,,,
3392,queen size 床,1,queen size,,,
3393,房屋 全 furnished,1,furnished,,,
3394,giant 和 中国 超市,1,giant,,,
3395,马上 三月 初 就 要 study abroad 去 德国 交换 一 学期,1,study abroad,,,
3396,门口 驱车 一百 米 就 是 sheet,1,sheet,,,
3397,一 件 half bathroom,1,half bathroom,,,
3398,二 楼 的 是 full bathroom,1,full bathroom,,,
3399,不 在家 开 party,1,party,,,
3400,lions crossing 地址,1,lions crossing,,,
3401,leases 是 和 小区 新 签 欢迎 联系,1,leases,,,
3402,非常 的 nice,1,nice,,,
3403,com 第一 波,1,com,,,
3404,有 兴趣 请 联系 邮箱 lee,1,lee,,,
3405,过 马路 是 giant,1,giant,,,
3406,求 回 村 ride,1,ride,,,
3407,但 还是 求 一下 ride 吧,1,ride,,,
3408,可以 提供 ride,1,ride,,,
3409,如果 有 去 的 ride 也 可以 的,1,ride,,,
3410,前 几 天 刚 做 过 inspection,1,inspection,,,
3411,sharing 具体 价格 可以 详细 商量,1,sharing,,,
3412,com 住 vv,2,com,vv,,
3413,上 周 amazon 上 新 的 aroma 火锅 才,2,amazon,aroma,,
3414,utility 全 包,1,utility,,,
3415,餐馆 有 fuji,1,fuji,,,
3416,本人 感觉 性价比 hen,1,hen,,,
3417,地处 wells terrace,1,wells terrace,,,
3418,独 栋 house 中 的 一 间,1,house,,,
3419,需要 和 另外 一 个 住户 share 二 楼 的 卫生间 浴室,1,share,,,
3420,但 地下室 有 一 个 full bath 可以 使用,1,full bath,,,
3421,可 续签 下 学年 lease,1,lease,,,
3422,新 签 lease,1,lease,,,
3423,虽然 也 是 新 签 lease,1,lease,,,
3424,如果 满意 可以 与 office 签约 下 一 年 的 lease 联系 方式,2,office,lease,,
3425,邻居 也 不 会 很 闹 开 party 啥 的,1,party,,,
3426,转让 meal plan 十 次 午餐 卡,1,meal plan,,,
3427,部分 物品 的 图片 放在 这里 http,1,http,,,
3428,二 层 是 两 个 bedroom,1,bedroom,,,
3429,share 一 个 full bathroom,2,share,full bathroom,,
3430,但 prefer 男生,1,prefer,,,
3431,也 有用 queen size 床 的,1,queen size,,,
3432,有意 一 年 lease,1,lease,,,
3433,并且 需要 约 房东 更新 lease,1,lease,,,
3434,我们 想 是 三 个 人 的 名字 最后 都 要 在 lease 上面,1,lease,,,
3435,full size 床,1,full size,,,
3436,com 第一 波,1,com,,,
3437,park forest 小区,1,park forest,,,
3438,共同 签 lease,1,lease,,,
3439,可以 drop 掉,1,drop,,,
3440,在 这里 推荐 一 个 google chrome 的 插件 叫 rate my penn state,2,google chrome,rate my penn state,,
3441,用 google chrome 的 同学 千万 不 要 错过 哦,1,google chrome,,,
3442,去 google 的 web store 搜索 rate my penn state 并 添加 app 就 可以 了,4,google,web store,rate my penn state,app,
3443,需要 投 quarter,1,quarter,,,
3444,想 找 studio,1,studio,,,
3445,或者 单独 的 studio,1,studio,,,
3446,park forest 房子 出租,1,park forest,,,
3447,两 个 安静 的 phd,1,phd,,,
3448,签 一 年 lease,1,lease,,,
3449,不 常 开 party,1,party,,,
3450,本人 phd 新生,1,phd,,,
3451,是 新 的 lease,1,lease,,,
3452,用 visa 卡 就 行,1,visa,,,
3453,我 记得 是 一 个 pdf 文档,1,pdf,,,
3454,home 打开 网页 以后,1,home,,,
3455,htm 打开 网页 之后,1,htm,,,
3456,在 state college 的 ups 商店 就 可以 采集 指纹,2,state college,ups,,
3457,你 到 了 以后 就 直接 去 ups 把 指纹 给 采集 了,1,ups,,,
3458,具体 细节 参考 http,1,http,,,
3459,blender 已 出,1,blender,,,
3460,距离 penn state 大学 和 小学,1,penn state,,,
3461,暑假 office 好像 有 在 搞活 动,1,office,,,
3462,如 题 tel,1,tel,,,
3463,如 题 tel,1,tel,,,
3464,地点 离 park forest 越 近 越 好,1,park forest,,,
3465,出 modem 一 个,1,modem,,,
3466,桌子 链接 http,1,http,,,
3467,开 party 的 同学 看 过来 啦,1,party,,,
3468,车 在 park crest,1,park crest,,,
3469,过 马路 是 giant,1,giant,,,
3470,只是 个人 原因 不得不 放弃 heights 的 房间,1,heights,,,
3471,如 有意 请 email,1,email,,,
3472,本人 在 cooper beech 有 两 个 房间 可 供 出租,1,cooper beech,,,
3473,房子 为 房东 的 私人 house,1,house,,,
3474,包 所有 utility,1,utility,,,
3475,现在 去 了 uc davis,1,uc davis,,,
3476,请 直接 联系 房东 joe sullivan,1,joe sullivan,,,
3477,haul truck size 大小 的 车 帮忙 搬家,1,haul truck size,,,
3478,包括 mental frame,1,mental frame,,,
3479,pizza hut 街 对面,1,pizza hut,,,
3480,没有 乱七八糟 的 activity fee,1,activity fee,,,
3481,food 的 超市,1,food,,,
3482,target 和 ups,2,target,ups,,
3483,giant 马路 对面,1,giant,,,
3484,也 近 key food,1,key food,,,
3485,town 等 超市,1,town,,,
3486,校园 附近 公寓 出租 bbs,1,bbs,,,
3487,sem 这 款,1,sem,,,
3488,master of liberal arts 都 适用,1,master of liberal arts,,,
3489,pick 用 了 一 段 时间,1,pick,,,
3490,定期 给 它 做 保养 spa,1,spa,,,
3491,物业 大部分 都 很 nice 啊,1,nice,,,
3492,因为 lions 的 lease 是 单独 分开 的,2,lions,lease,,
3493,去 哪 家 outlets 可以 商量 暂定 费城 或者 匹兹堡 有 兴趣 请 联系 微 信,1,outlets,,,
3494,因为 这 是 我 renew 的 lease,2,renew,lease,,
3495,说 现在 pointe 基本 都 满 了,1,pointe,,,
3496,而且 如果 以后 你 明年 想 继续 renew,1,renew,,,
3497,state college 公认 性价比 最高 的 小区,1,state college,,,
3498,附近 有 weise 超市,1,weise,,,
3499,本人 要 离开 state college,1,state college,,,
3500,com 李 同学,1,com,,,
3501,人 超级 nice,1,nice,,,
3502,所以 如果 有 ride for five 的 人 比较 方便,1,ride for five,,,
3503,尽量 在 park crest 或者 附近,1,park crest,,,
3504,房子 在 west cherry lane,1,west cherry lane,,,
3505,另 有 公交 去 其他 地方 比如 trader joe,1,trader joe,,,
3506,是 一 个 读 phd 的 女生,1,phd,,,
3507,park forest 房子 出租,1,park forest,,,
3508,两 个 安静 的 phd 男生,1,phd,,,
3509,park forest 房子 出租,1,park forest,,,
3510,两 个 安静 的 phd 男生,1,phd,,,
3511,park forest 房子 出租,1,park forest,,,
3512,两 个 安静 的 phd 男生,1,phd,,,
3513,因为 lease 出 了 问题,1,lease,,,
3514,接 之前 发 的 list 沙发,1,list,,,
3515,个 可 议价 tel,1,tel,,,
3516,或 买 其他 东西 时 赠送 宜家 led 台灯,1,led,,,
3517,philips 的 数字 钟,1,philips,,,
3518,但是 自己 的 student id 因为 没有 enroll summer 已经 没有 办法 买 fitness membership 了,3,student id,enroll summer,fitness membership,
3519,所以 想 租用 符合 要求 的 student id,1,student id,,,
3520,因为 lease 出 了 问题,1,lease,,,
3521,com 并 注明,1,com,,,
3522,不 开 party,1,party,,,
3523,只 需 share 浴室,1,share,,,
3524,不 开 party,1,party,,,
3525,现 招租 lower level 超大 房间,1,lower level,,,
3526,不 会 经常 在家 开 party 有 兴趣 的 同学 请 联系 我,1,party,,,
3527,一起 新 签 lease,1,lease,,,
3528,solo hd monster 头 戴 式 便携 耳机,1,solo hd monster,,,
3529,二手 商店 goodwill 等,1,goodwill,,,
3530,pick 用 了 一 段 时间,1,pick,,,
3531,fair 至 good,2,fair,good,,
3532,和 edmunds 配置 特点,1,edmunds,,,
3533,是 makeup artist,1,makeup artist,,,
3534,leasing office 有 健身房 和 游泳池,1,leasing office,,,
3535,本人 在 penn state 做 博 后,1,penn state,,,
3536,philips 的 数字 钟,1,philips,,,
3537,或 买 其他 东西 时 赠送 宜家 led 台灯,1,led,,,
3538,html 有 照片,1,html,,,
3539,我 是 今年 的 phd 新生,1,phd,,,
3540,物品 的 可以 看看 http,1,http,,,
3541,或者 等价 换 其他 家 的 gift card,1,gift card,,,
3542,邻近 giant 和 东方 超市,1,giant,,,
3543,美国 超市 giant,1,giant,,,
3544,有 没 有 其他 tips,1,tips,,,
3545,villas 的 房子 以 环境 安静,1,villas,,,
3546,villas 的 房子 设备 新,1,villas,,,
3547,s lacrosse 的 决赛,1,s lacrosse,,,
3548,超大 lobby 可 自习,1,lobby,,,
3549,有 喜欢 的 物品 可以 看看 http,1,http,,,
3550,com 由于 本人 最近 接 的 陌生 骚扰 电话 比较 多,1,com,,,
3551,骗术 真 low,1,low,,,
3552,要 你 的 info,1,info,,,
3553,我 目前 是 purdue 的 学生,1,purdue,,,
3554,如果 不 是 furnished,1,furnished,,,
3555,无需 smart phone,1,smart phone,,,
3556,oak hill 是 属于 cooper beech 的 房产,2,oak hill,cooper beech,,
3557,三 层 三 个 卧室 的 house,1,house,,,
3558,房子 是 furnished,1,furnished,,,
3559,加入 lease 费用,1,lease,,,
3560,从不 开 party,1,party,,,
3561,这 次 是 仔细 问 过 office 后 的 所有 信息,1,office,,,
3562,问 了 下 一些 房子 的 office,1,office,,,
3563,同时 更 有 trader joe,1,trader joe,,,
3564,two bedroom 新房 无 家具,1,two bedroom,,,
3565,有 兴趣 者 请 联系 julia 查看 图片,1,julia,,,
3566,所以 还 找 house keeping 打扫 过,1,house keeping,,,
3567,com 骗子 邮箱,1,com,,,
3568,translate this page 邮箱 地址,1,translate this page,,,
3569,又 可 share 各 种 费用,1,share,,,
3570,地点 在 downtown,1,downtown,,,
3571,staples 的 全新 书桌,1,staples,,,
3572,sem 由于 要 搬家,1,sem,,,
3573,问 了 office 没有 整套 空房 了,1,office,,,
3574,周四 去 nyc,1,nyc,,,
3575,laundry 都 齐全,1,laundry,,,
3576,com 相关 房屋 信息 可以 查看 http,2,com,http,,
3577,fuji 中 餐馆,1,fuji,,,
3578,如果 满意 可以 与 office 签约 下 一 年 的 lease,2,office,lease,,
3579,本人 女 phd,1,phd,,,
3580,rp 到 学校 downtown 都 方便,2,rp,downtown,,
3581,问题 是 我 现在 已经 从 学校 毕业 身份 不再 是 full time student 了,1,full time student,,,
3582,然后 opt 现在 还 没有 找到 工作,1,opt,,,
3583,请问 有 没 有 用 opt 申请 旅游 签证 的 朋友 传授 一下 经验,1,opt,,,
3584,没有 我 这 种 opt 期间 的,1,opt,,,
3585,所以 希望 能够 成功 办理 到 visa,1,visa,,,
3586,可 share 油 费 等,1,share,,,
3587,chinese career center 北美 招聘,1,chinese career center,,,
3588,四月 在 la 有 ccc career fair,2,la,ccc career fair,,
3589,ccc 各 种 高大 上 的 活动,1,ccc,,,
3590,venture capital 工作 地点,1,venture capital,,,
3591,studio 是 单独 的 一 间 屋子,1,studio,,,
3592,小 部分 是 michaels,1,michaels,,,
3593,prefer 要 的 多 的 mm,2,prefer,mm,,
3594,最近 有 谁 需要 网上 购物 买 tiffany,1,tiffany,,,
3595,giant 和 许多 餐馆,1,giant,,,
3596,我们 两 个 签 的 新 lease,1,lease,,,
3597,一 个 reserved 车位,1,reserved,,,
3598,我们 两 人 都 是 phd,1,phd,,,
3599,不 在家 开 party,1,party,,,
3600,已 在 heights 的 官 网上 告罄,1,heights,,,
3601,正 在 读 civil engineering phd,1,civil engineering phd,,,
3602,html 里面 有 我 的 联系 电话 以及 地址,1,html,,,
3603,房租 和 utilities,1,utilities,,,
3604,有 两 辆 车 可以 high 噢,1,high,,,
3605,automatic 照片 链接,1,automatic,,,
3606,sharing 照片 中 还有 这 辆 车 in,2,sharing,in,,
3607,html 联系 电话,1,html,,,
3608,latest 联系 方式,1,latest,,,
3609,html 里面 有 我 的 联系 电话 以及 地址,1,html,,,
3610,美国 超市 giant,1,giant,,,
3611,小区 位 于 北边 oak hill 附近,1,oak hill,,,
3612,小区 离 北边 美国 超市 giant,1,giant,,,
3613,peace 牌 的 架子 鼓,1,peace,,,
3614,share 各 种 费用,1,share,,,
3615,overlook height 私人 小区,1,overlook height,,,
3616,少 办 party,1,party,,,
3617,这个 house 一 楼 有 三 个 房间,1,house,,,
3618,图 见 google doc,1,google doc,,,
3619,想要 给 我 发 邮件 呗 lee,1,lee,,,
3620,在 mall 的 旁边,1,mall,,,
3621,买 回来 几乎 很少 用 因为 比较 习惯 用 mac 系统,1,mac,,,
3622,com 感激 不 尽,1,com,,,
3623,新 apartment 才 让 搬入,1,apartment,,,
3624,朋友 是 phd,1,phd,,,
3625,每 学期 都 基本上 都 给 它 做 保养 spa,1,spa,,,
3626,你 需要 的 所有 超市 都 在 bus 线上,1,bus,,,
3627,两 个 full bathroom,1,full bathroom,,,
3628,两 个 living room,1,living room,,,
3629,com 邮件 联系 请 注明 租房,1,com,,,
3630,安静 无 party 要求,1,party,,,
3631,park crest 离 超市 很 近,1,park crest,,,
3632,有 免费 的 bus pass,1,bus pass,,,
3633,free ride to atlanta 方向,1,free ride to atlanta,,,
3634,现 低价 出 ask for,1,ask for,,,
3635,附送 google cast 连 电脑,1,google cast,,,
3636,blue course commons 两 间 房,1,blue course commons,,,
3637,如果 有 闲置 的 ride for five 卡 可以 转让,1,ride for five,,,
3638,短信 或者 电话 留言 please 谢谢 啦,1,please,,,
3639,the pointe 四 人间 出租,1,the pointe,,,
3640,经常 往返 jfk,1,jfk,,,
3641,在 state college 服务 三 年 多 了,1,state college,,,
3642,都 为 phd,1,phd,,,
3643,nv 和 vn 线,2,nv,vn,,
3644,方便 到达 学校 和 downtown,1,downtown,,,
3645,giant 和 许多 餐馆,1,giant,,,
3646,我们 两 个 签 的 新 lease,1,lease,,,
3647,我们 两 人 都 是 phd,1,phd,,,
3648,html 如 感 兴趣,1,html,,,
3649,club house 旁边 距离 健身房 仅 一 分钟 徒步 距离,1,club house,,,
3650,com 价格 可 议,1,com,,,
3651,inspection 可以 pass,2,inspection,pass,,
3652,微波炉 什么 见 http,1,http,,,
3653,每 个 房间 都 有 单独 的 closet,1,closet,,,
3654,小区 里 离 state college 著名 的 小学,1,state college,,,
3655,你 无需 单独 支付 laundry 的 费用,1,laundry,,,
3656,所以 提供 一 人 的 ride,1,ride,,,
3657,一 巨大 的 family room,1,family room,,,
3658,人 很 nice 很 好 相处,1,nice,,,
